"","id","picked"
"1",10001,FALSE
"2",10002,FALSE
"3",10003,FALSE
"4",10004,FALSE
"5",10005,FALSE
"6",10006,FALSE
"7",10007,FALSE
"8",10008,FALSE
"9",10009,FALSE
"10",10010,FALSE
"11",10011,FALSE
"12",10012,FALSE
"13",10013,FALSE
"14",10014,FALSE
"15",10015,TRUE
"16",10016,FALSE
"17",10017,TRUE
"18",10018,FALSE
"19",10019,FALSE
"20",10020,FALSE
"21",10021,FALSE
"22",10022,FALSE
"23",10023,FALSE
"24",10024,FALSE
"25",10025,FALSE
"26",10026,FALSE
"27",10027,TRUE
"28",10028,FALSE
"29",10029,FALSE
"30",10030,FALSE
"31",10031,FALSE
"32",10032,FALSE
"33",10033,FALSE
"34",10034,FALSE
"35",10035,FALSE
"36",10036,FALSE
"37",10037,FALSE
"38",10038,FALSE
"39",10039,FALSE
"40",10040,FALSE
"41",10041,FALSE
"42",10042,FALSE
"43",10043,FALSE
"44",10044,FALSE
"45",10045,FALSE
"46",10046,FALSE
"47",10047,TRUE
"48",10048,FALSE
"49",10049,FALSE
"50",10050,FALSE
"51",10051,FALSE
"52",10052,FALSE
"53",10053,FALSE
"54",10054,FALSE
"55",10055,FALSE
"56",10056,FALSE
"57",10057,FALSE
"58",10058,FALSE
"59",10059,FALSE
"60",10060,FALSE
"61",10061,FALSE
"62",10062,TRUE
"63",10063,FALSE
"64",10064,TRUE
"65",10065,FALSE
"66",10066,FALSE
"67",10067,FALSE
"68",10068,FALSE
"69",10069,FALSE
"70",10070,FALSE
"71",10071,FALSE
"72",10072,FALSE
"73",10073,FALSE
"74",10074,FALSE
"75",10075,FALSE
"76",10076,TRUE
"77",10077,FALSE
"78",10078,FALSE
"79",10079,FALSE
"80",10080,TRUE
"81",10081,FALSE
"82",10082,FALSE
"83",10083,FALSE
"84",10084,TRUE
"85",10085,FALSE
"86",10086,FALSE
"87",10087,FALSE
"88",10088,TRUE
"89",10089,FALSE
"90",10090,FALSE
"91",10091,FALSE
"92",10092,FALSE
"93",10093,FALSE
"94",10094,FALSE
"95",10095,FALSE
"96",10096,TRUE
"97",10097,FALSE
"98",10098,FALSE
"99",10099,FALSE
"100",10100,FALSE
"101",10101,FALSE
"102",10102,TRUE
"103",10103,TRUE
"104",10104,FALSE
"105",10105,FALSE
"106",10106,FALSE
"107",10107,FALSE
"108",10108,FALSE
"109",10109,FALSE
"110",10110,FALSE
"111",10111,FALSE
"112",10112,FALSE
"113",10113,FALSE
"114",10114,TRUE
"115",10115,FALSE
"116",10116,FALSE
"117",10117,FALSE
"118",10118,FALSE
"119",10119,FALSE
"120",10120,FALSE
"121",10121,FALSE
"122",10122,FALSE
"123",10123,FALSE
"124",10124,FALSE
"125",10125,FALSE
"126",10126,TRUE
"127",10127,FALSE
"128",10128,FALSE
"129",10129,FALSE
"130",10130,FALSE
"131",10131,FALSE
"132",10132,FALSE
"133",10133,FALSE
"134",10134,FALSE
"135",10135,FALSE
"136",10136,TRUE
"137",10137,FALSE
"138",10138,FALSE
"139",10139,FALSE
"140",10140,FALSE
"141",10141,FALSE
"142",10142,FALSE
"143",10143,FALSE
"144",10144,FALSE
"145",10145,FALSE
"146",10146,FALSE
"147",10147,FALSE
"148",10148,FALSE
"149",10149,FALSE
"150",10150,FALSE
"151",10151,FALSE
"152",10152,FALSE
"153",10153,FALSE
"154",10154,FALSE
"155",10155,FALSE
"156",10156,FALSE
"157",10157,FALSE
"158",10158,FALSE
"159",10159,FALSE
"160",10160,TRUE
"161",10161,FALSE
"162",10162,FALSE
"163",10163,FALSE
"164",10164,FALSE
"165",10165,FALSE
"166",10166,FALSE
"167",10167,FALSE
"168",10168,FALSE
"169",10169,FALSE
"170",10170,FALSE
"171",10171,FALSE
"172",10172,TRUE
"173",10173,FALSE
"174",10174,FALSE
"175",10175,FALSE
"176",10176,FALSE
"177",10177,FALSE
"178",10178,FALSE
"179",10179,FALSE
"180",10180,FALSE
"181",10181,FALSE
"182",10182,FALSE
"183",10183,FALSE
"184",10184,FALSE
"185",10185,FALSE
"186",10186,FALSE
"187",10187,FALSE
"188",10188,FALSE
"189",10189,FALSE
"190",10190,FALSE
"191",10191,TRUE
"192",10192,FALSE
"193",10193,FALSE
"194",10194,TRUE
"195",10195,FALSE
"196",10196,FALSE
"197",10197,FALSE
"198",10198,TRUE
"199",10199,FALSE
"200",10200,FALSE
"201",10201,FALSE
"202",10202,FALSE
"203",10203,FALSE
"204",10204,FALSE
"205",10205,FALSE
"206",10206,FALSE
"207",10207,FALSE
"208",10208,FALSE
"209",10209,FALSE
"210",10210,FALSE
"211",10211,FALSE
"212",10212,TRUE
"213",10213,FALSE
"214",10214,FALSE
"215",10215,FALSE
"216",10216,TRUE
"217",10217,FALSE
"218",10218,FALSE
"219",10219,FALSE
"220",10220,FALSE
"221",10221,FALSE
"222",10222,FALSE
"223",10223,FALSE
"224",10224,FALSE
"225",10225,FALSE
"226",10226,FALSE
"227",10227,FALSE
"228",10228,FALSE
"229",10229,FALSE
"230",10230,FALSE
"231",10231,FALSE
"232",10232,FALSE
"233",10233,FALSE
"234",10234,FALSE
"235",10235,FALSE
"236",10236,FALSE
"237",10237,FALSE
"238",10238,FALSE
"239",10239,FALSE
"240",10240,FALSE
"241",10241,FALSE
"242",10242,FALSE
"243",10243,FALSE
"244",10244,FALSE
"245",10245,FALSE
"246",10246,FALSE
"247",10247,TRUE
"248",10248,FALSE
"249",10249,FALSE
"250",10250,FALSE
"251",10251,FALSE
"252",10252,FALSE
"253",10253,FALSE
"254",10254,FALSE
"255",10255,FALSE
"256",10256,FALSE
"257",10257,FALSE
"258",10258,TRUE
"259",10259,FALSE
"260",10260,FALSE
"261",10261,TRUE
"262",10262,FALSE
"263",10263,FALSE
"264",10264,FALSE
"265",10265,FALSE
"266",10266,FALSE
"267",10267,FALSE
"268",10268,FALSE
"269",10269,TRUE
"270",10270,FALSE
"271",10271,FALSE
"272",10272,FALSE
"273",10273,FALSE
"274",10274,FALSE
"275",10275,FALSE
"276",10276,FALSE
"277",10277,FALSE
"278",10278,FALSE
"279",10279,FALSE
"280",10280,FALSE
"281",10281,FALSE
"282",10282,FALSE
"283",10283,TRUE
"284",10284,FALSE
"285",10285,FALSE
"286",10286,TRUE
"287",10287,FALSE
"288",10288,TRUE
"289",10289,FALSE
"290",10290,FALSE
"291",10291,FALSE
"292",10292,TRUE
"293",10293,FALSE
"294",10294,TRUE
"295",10295,FALSE
"296",10296,FALSE
"297",10297,FALSE
"298",10298,FALSE
"299",10299,FALSE
"300",10300,FALSE
"301",10301,FALSE
"302",10302,TRUE
"303",10303,FALSE
"304",10304,FALSE
"305",10305,FALSE
"306",10306,FALSE
"307",10307,TRUE
"308",10308,TRUE
"309",10309,FALSE
"310",10310,FALSE
"311",10311,FALSE
"312",10312,TRUE
"313",10313,FALSE
"314",10314,FALSE
"315",10315,FALSE
"316",10316,FALSE
"317",10317,FALSE
"318",10318,FALSE
"319",10319,FALSE
"320",10320,FALSE
"321",10321,FALSE
"322",10322,FALSE
"323",10323,FALSE
"324",10324,FALSE
"325",10325,FALSE
"326",10326,FALSE
"327",10327,FALSE
"328",10328,FALSE
"329",10329,FALSE
"330",10330,FALSE
"331",10331,FALSE
"332",10332,FALSE
"333",10333,FALSE
"334",10334,FALSE
"335",10335,FALSE
"336",10336,FALSE
"337",10337,FALSE
"338",10338,FALSE
"339",10339,FALSE
"340",10340,FALSE
"341",10341,FALSE
"342",10342,TRUE
"343",10343,TRUE
"344",10344,TRUE
"345",10345,FALSE
"346",10346,TRUE
"347",10347,FALSE
"348",10348,FALSE
"349",10349,FALSE
"350",10350,FALSE
"351",10351,FALSE
"352",10352,FALSE
"353",10353,FALSE
"354",10354,FALSE
"355",10355,FALSE
"356",10356,FALSE
"357",10357,FALSE
"358",10358,FALSE
"359",10359,FALSE
"360",10360,FALSE
"361",10361,FALSE
"362",10362,TRUE
"363",10363,FALSE
"364",10364,FALSE
"365",10365,FALSE
"366",10366,FALSE
"367",10367,FALSE
"368",10368,FALSE
"369",10369,FALSE
"370",10370,FALSE
"371",10371,FALSE
"372",10372,FALSE
"373",10373,FALSE
"374",10374,FALSE
"375",10375,TRUE
"376",10376,FALSE
"377",10377,FALSE
"378",10378,FALSE
"379",10379,FALSE
"380",10380,FALSE
"381",10381,FALSE
"382",10382,FALSE
"383",10383,FALSE
"384",10384,FALSE
"385",10385,FALSE
"386",10386,FALSE
"387",10387,FALSE
"388",10388,FALSE
"389",10389,FALSE
"390",10390,FALSE
"391",10391,FALSE
"392",10392,FALSE
"393",10393,FALSE
"394",10394,FALSE
"395",10395,FALSE
"396",10396,FALSE
"397",10397,FALSE
"398",10398,FALSE
"399",10399,FALSE
"400",10400,FALSE
"401",10401,FALSE
"402",10402,FALSE
"403",10403,FALSE
"404",10404,FALSE
"405",10405,FALSE
"406",10406,FALSE
"407",10407,FALSE
"408",10408,FALSE
"409",10409,FALSE
"410",10410,FALSE
"411",10411,FALSE
"412",10412,FALSE
"413",10413,FALSE
"414",10414,FALSE
"415",10415,FALSE
"416",10416,FALSE
"417",10417,FALSE
"418",10418,FALSE
"419",10419,FALSE
"420",10420,FALSE
"421",10421,FALSE
"422",10422,FALSE
"423",10423,FALSE
"424",10424,FALSE
"425",10425,FALSE
"426",10426,FALSE
"427",10427,FALSE
"428",10428,FALSE
"429",10429,TRUE
"430",10430,TRUE
"431",10431,FALSE
"432",10432,FALSE
"433",10433,FALSE
"434",10434,FALSE
"435",10435,FALSE
"436",10436,FALSE
"437",10437,FALSE
"438",10438,FALSE
"439",10439,FALSE
"440",10440,FALSE
"441",10441,FALSE
"442",10442,FALSE
"443",10443,FALSE
"444",10444,FALSE
"445",10445,FALSE
"446",10446,FALSE
"447",10447,FALSE
"448",10448,TRUE
"449",10449,FALSE
"450",10450,FALSE
"451",10451,FALSE
"452",10452,FALSE
"453",10453,FALSE
"454",10454,FALSE
"455",10455,FALSE
"456",10456,FALSE
"457",10457,FALSE
"458",10458,FALSE
"459",10459,FALSE
"460",10460,TRUE
"461",10461,FALSE
"462",10462,FALSE
"463",10463,FALSE
"464",10464,FALSE
"465",10465,TRUE
"466",10466,FALSE
"467",10467,FALSE
"468",10468,FALSE
"469",10469,TRUE
"470",10470,TRUE
"471",10471,FALSE
"472",10472,FALSE
"473",10473,FALSE
"474",10474,FALSE
"475",10475,FALSE
"476",10476,FALSE
"477",10477,FALSE
"478",10478,FALSE
"479",10479,FALSE
"480",10480,FALSE
"481",10481,FALSE
"482",10482,FALSE
"483",10483,FALSE
"484",10484,FALSE
"485",10485,FALSE
"486",10486,FALSE
"487",10487,FALSE
"488",10488,TRUE
"489",10489,FALSE
"490",10490,FALSE
"491",10491,FALSE
"492",10492,FALSE
"493",10493,FALSE
"494",10494,FALSE
"495",10495,FALSE
"496",10496,FALSE
"497",10497,FALSE
"498",10498,FALSE
"499",10499,FALSE
"500",10500,TRUE
"501",10501,FALSE
"502",10502,FALSE
"503",10503,FALSE
"504",10504,FALSE
"505",10505,FALSE
"506",10506,FALSE
"507",10507,FALSE
"508",10508,FALSE
"509",10509,FALSE
"510",10510,FALSE
"511",10511,FALSE
"512",10512,FALSE
"513",10513,FALSE
"514",10514,TRUE
"515",10515,FALSE
"516",10516,FALSE
"517",10517,FALSE
"518",10518,FALSE
"519",10519,FALSE
"520",10520,FALSE
"521",10521,FALSE
"522",10522,FALSE
"523",10523,FALSE
"524",10524,FALSE
"525",10525,TRUE
"526",10526,FALSE
"527",10527,FALSE
"528",10528,FALSE
"529",10529,FALSE
"530",10530,FALSE
"531",10531,FALSE
"532",10532,FALSE
"533",10533,FALSE
"534",10534,FALSE
"535",10535,FALSE
"536",10536,FALSE
"537",10537,FALSE
"538",10538,FALSE
"539",10539,FALSE
"540",10540,FALSE
"541",10541,FALSE
"542",10542,FALSE
"543",10543,FALSE
"544",10544,TRUE
"545",10545,TRUE
"546",10546,FALSE
"547",10547,FALSE
"548",10548,FALSE
"549",10549,FALSE
"550",10550,FALSE
"551",10551,FALSE
"552",10552,FALSE
"553",10553,FALSE
"554",10554,FALSE
"555",10555,FALSE
"556",10556,FALSE
"557",10557,FALSE
"558",10558,FALSE
"559",10559,FALSE
"560",10560,FALSE
"561",10561,FALSE
"562",10562,FALSE
"563",10563,FALSE
"564",10564,FALSE
"565",10565,TRUE
"566",10566,FALSE
"567",10567,FALSE
"568",10568,FALSE
"569",10569,FALSE
"570",10570,FALSE
"571",10571,FALSE
"572",10572,FALSE
"573",10573,FALSE
"574",10574,FALSE
"575",10575,FALSE
"576",10576,FALSE
"577",10577,FALSE
"578",10578,FALSE
"579",10579,FALSE
"580",10580,FALSE
"581",10581,FALSE
"582",10582,FALSE
"583",10583,FALSE
"584",10584,FALSE
"585",10585,FALSE
"586",10586,FALSE
"587",10587,FALSE
"588",10588,FALSE
"589",10589,FALSE
"590",10590,FALSE
"591",10591,FALSE
"592",10592,FALSE
"593",10593,FALSE
"594",10594,FALSE
"595",10595,TRUE
"596",10596,FALSE
"597",10597,FALSE
"598",10598,FALSE
"599",10599,FALSE
"600",10600,FALSE
"601",10601,FALSE
"602",10602,FALSE
"603",10603,FALSE
"604",10604,FALSE
"605",10605,FALSE
"606",10606,FALSE
"607",10607,FALSE
"608",10608,FALSE
"609",10609,FALSE
"610",10610,FALSE
"611",10611,FALSE
"612",10612,FALSE
"613",10613,TRUE
"614",10614,FALSE
"615",10615,FALSE
"616",10616,FALSE
"617",10617,FALSE
"618",10618,TRUE
"619",10619,FALSE
"620",10620,FALSE
"621",10621,FALSE
"622",10622,FALSE
"623",10623,FALSE
"624",10624,FALSE
"625",10625,FALSE
"626",10626,FALSE
"627",10627,TRUE
"628",10628,TRUE
"629",10629,FALSE
"630",10630,FALSE
"631",10631,FALSE
"632",10632,FALSE
"633",10633,FALSE
"634",10634,TRUE
"635",10635,FALSE
"636",10636,FALSE
"637",10637,FALSE
"638",10638,FALSE
"639",10639,FALSE
"640",10640,FALSE
"641",10641,FALSE
"642",10642,FALSE
"643",10643,FALSE
"644",10644,FALSE
"645",10645,FALSE
"646",10646,FALSE
"647",10647,FALSE
"648",10648,FALSE
"649",10649,FALSE
"650",10650,FALSE
"651",10651,FALSE
"652",10652,FALSE
"653",10653,FALSE
"654",10654,FALSE
"655",10655,FALSE
"656",10656,FALSE
"657",10657,TRUE
"658",10658,TRUE
"659",10659,FALSE
"660",10660,FALSE
"661",10661,FALSE
"662",10662,FALSE
"663",10663,FALSE
"664",10664,FALSE
"665",10665,FALSE
"666",10666,FALSE
"667",10667,FALSE
"668",10668,FALSE
"669",10669,FALSE
"670",10670,FALSE
"671",10671,FALSE
"672",10672,FALSE
"673",10673,FALSE
"674",10674,FALSE
"675",10675,FALSE
"676",10676,FALSE
"677",10677,FALSE
"678",10678,TRUE
"679",10679,FALSE
"680",10680,FALSE
"681",10681,FALSE
"682",10682,FALSE
"683",10683,FALSE
"684",10684,TRUE
"685",10685,FALSE
"686",10686,FALSE
"687",10687,FALSE
"688",10688,FALSE
"689",10689,FALSE
"690",10690,FALSE
"691",10691,FALSE
"692",10692,FALSE
"693",10693,FALSE
"694",10694,FALSE
"695",10695,FALSE
"696",10696,FALSE
"697",10697,FALSE
"698",10698,FALSE
"699",10699,FALSE
"700",10700,FALSE
"701",10701,FALSE
"702",10702,FALSE
"703",10703,FALSE
"704",10704,FALSE
"705",10705,FALSE
"706",10706,FALSE
"707",10707,FALSE
"708",10708,FALSE
"709",10709,FALSE
"710",10710,FALSE
"711",10711,FALSE
"712",10712,FALSE
"713",10713,FALSE
"714",10714,FALSE
"715",10715,FALSE
"716",10716,FALSE
"717",10717,FALSE
"718",10718,TRUE
"719",10719,FALSE
"720",10720,FALSE
"721",10721,FALSE
"722",10722,FALSE
"723",10723,FALSE
"724",10724,FALSE
"725",10725,FALSE
"726",10726,FALSE
"727",10727,FALSE
"728",10728,FALSE
"729",10729,FALSE
"730",10730,FALSE
"731",10731,FALSE
"732",10732,TRUE
"733",10733,FALSE
"734",10734,TRUE
"735",10735,FALSE
"736",10736,FALSE
"737",10737,TRUE
"738",10738,FALSE
"739",10739,FALSE
"740",10740,FALSE
"741",10741,FALSE
"742",10742,FALSE
"743",10743,FALSE
"744",10744,FALSE
"745",10745,FALSE
"746",10746,TRUE
"747",10747,FALSE
"748",10748,FALSE
"749",10749,FALSE
"750",10750,FALSE
"751",10751,TRUE
"752",10752,FALSE
"753",10753,TRUE
"754",10754,FALSE
"755",10755,FALSE
"756",10756,TRUE
"757",10757,FALSE
"758",10758,FALSE
"759",10759,TRUE
"760",10760,FALSE
"761",10761,FALSE
"762",10762,FALSE
"763",10763,FALSE
"764",10764,FALSE
"765",10765,TRUE
"766",10766,TRUE
"767",10767,TRUE
"768",10768,FALSE
"769",10769,FALSE
"770",10770,FALSE
"771",10771,FALSE
"772",10772,FALSE
"773",10773,FALSE
"774",10774,FALSE
"775",10775,FALSE
"776",10776,FALSE
"777",10777,TRUE
"778",10778,FALSE
"779",10779,FALSE
"780",10780,FALSE
"781",10781,FALSE
"782",10782,FALSE
"783",10783,FALSE
"784",10784,FALSE
"785",10785,FALSE
"786",10786,FALSE
"787",10787,FALSE
"788",10788,FALSE
"789",10789,FALSE
"790",10790,FALSE
"791",10791,FALSE
"792",10792,FALSE
"793",10793,FALSE
"794",10794,FALSE
"795",10795,FALSE
"796",10796,FALSE
"797",10797,FALSE
"798",10798,FALSE
"799",10799,FALSE
"800",10800,FALSE
"801",10801,TRUE
"802",10802,FALSE
"803",10803,FALSE
"804",10804,TRUE
"805",10805,FALSE
"806",10806,FALSE
"807",10807,FALSE
"808",10808,FALSE
"809",10809,FALSE
"810",10810,FALSE
"811",10811,FALSE
"812",10812,FALSE
"813",10813,FALSE
"814",10814,FALSE
"815",10815,TRUE
"816",10816,FALSE
"817",10817,FALSE
"818",10818,FALSE
"819",10819,FALSE
"820",10820,TRUE
"821",10821,FALSE
"822",10822,TRUE
"823",10823,FALSE
"824",10824,FALSE
"825",10825,FALSE
"826",10826,TRUE
"827",10827,FALSE
"828",10828,FALSE
"829",10829,FALSE
"830",10830,TRUE
"831",10831,FALSE
"832",10832,FALSE
"833",10833,FALSE
"834",10834,TRUE
"835",10835,FALSE
"836",10836,FALSE
"837",10837,TRUE
"838",10838,FALSE
"839",10839,FALSE
"840",10840,FALSE
"841",10841,FALSE
"842",10842,FALSE
"843",10843,FALSE
"844",10844,FALSE
"845",10845,FALSE
"846",10846,FALSE
"847",10847,FALSE
"848",10848,FALSE
"849",10849,FALSE
"850",10850,FALSE
"851",10851,FALSE
"852",10852,FALSE
"853",10853,FALSE
"854",10854,FALSE
"855",10855,FALSE
"856",10856,FALSE
"857",10857,TRUE
"858",10858,FALSE
"859",10859,FALSE
"860",10860,FALSE
"861",10861,FALSE
"862",10862,TRUE
"863",10863,FALSE
"864",10864,FALSE
"865",10865,FALSE
"866",10866,FALSE
"867",10867,FALSE
"868",10868,FALSE
"869",10869,FALSE
"870",10870,TRUE
"871",10871,FALSE
"872",10872,FALSE
"873",10873,FALSE
"874",10874,FALSE
"875",10875,TRUE
"876",10876,FALSE
"877",10877,FALSE
"878",10878,FALSE
"879",10879,FALSE
"880",10880,FALSE
"881",10881,FALSE
"882",10882,FALSE
"883",10883,FALSE
"884",10884,FALSE
"885",10885,FALSE
"886",10886,FALSE
"887",10887,FALSE
"888",10888,FALSE
"889",10889,FALSE
"890",10890,FALSE
"891",10891,FALSE
"892",10892,FALSE
"893",10893,FALSE
"894",10894,FALSE
"895",10895,FALSE
"896",10896,TRUE
"897",10897,FALSE
"898",10898,TRUE
"899",10899,FALSE
"900",10900,FALSE
"901",10901,FALSE
"902",10902,FALSE
"903",10903,FALSE
"904",10904,FALSE
"905",10905,FALSE
"906",10906,FALSE
"907",10907,FALSE
"908",10908,FALSE
"909",10909,FALSE
"910",10910,FALSE
"911",10911,FALSE
"912",10912,FALSE
"913",10913,FALSE
"914",10914,FALSE
"915",10915,FALSE
"916",10916,FALSE
"917",10917,FALSE
"918",10918,FALSE
"919",10919,FALSE
"920",10920,TRUE
"921",10921,FALSE
"922",10922,FALSE
"923",10923,FALSE
"924",10924,FALSE
"925",10925,FALSE
"926",10926,FALSE
"927",10927,FALSE
"928",10928,TRUE
"929",10929,FALSE
"930",10930,FALSE
"931",10931,FALSE
"932",10932,FALSE
"933",10933,FALSE
"934",10934,FALSE
"935",10935,FALSE
"936",10936,TRUE
"937",10937,FALSE
"938",10938,FALSE
"939",10939,FALSE
"940",10940,FALSE
"941",10941,FALSE
"942",10942,FALSE
"943",10943,FALSE
"944",10944,FALSE
"945",10945,FALSE
"946",10946,FALSE
"947",10947,FALSE
"948",10948,FALSE
"949",10949,FALSE
"950",10950,FALSE
"951",10951,FALSE
"952",10952,FALSE
"953",10953,FALSE
"954",10954,FALSE
"955",10955,FALSE
"956",10956,FALSE
"957",10957,FALSE
"958",10958,FALSE
"959",10959,FALSE
"960",10960,FALSE
"961",10961,FALSE
"962",10962,FALSE
"963",10963,TRUE
"964",10964,FALSE
"965",10965,FALSE
"966",10966,FALSE
"967",10967,FALSE
"968",10968,FALSE
"969",10969,FALSE
"970",10970,FALSE
"971",10971,TRUE
"972",10972,FALSE
"973",10973,FALSE
"974",10974,FALSE
"975",10975,FALSE
"976",10976,FALSE
"977",10977,FALSE
"978",10978,FALSE
"979",10979,FALSE
"980",10980,FALSE
"981",10981,FALSE
"982",10982,FALSE
"983",10983,FALSE
"984",10984,FALSE
"985",10985,FALSE
"986",10986,FALSE
"987",10987,FALSE
"988",10988,FALSE
"989",10989,FALSE
"990",10990,FALSE
"991",10991,FALSE
"992",10992,FALSE
"993",10993,FALSE
"994",10994,FALSE
"995",10995,FALSE
"996",10996,TRUE
"997",10997,FALSE
"998",10998,FALSE
"999",10999,FALSE
"1000",11000,FALSE
